Name,Age,Height_cm,Weight_kg,Preferred_foot,Best_Position,Acceleration,Aggression,Agility,Balance,Ball_Control,Composure,Crossing,Curve,Defensive_Awareness,Dribbling,Finishing,Free_Kick_Accuracy,Heading_Accuracy,Interceptions,Jumping,Long_Passing,Long_Shots,Penalties,Positioning,Reactions,Short_Passing,Shot_Power,Sliding_Tackle,Sprint_Speed,Stamina,Standing_Tackle,Strength,Vision,Volleys,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,GK_Speed,Weak_Foot,Attacking_Work_Rate,Defensive_Work_Rate,Body_Type,Dribbling_Reflexes,Defending_Pace,Physical_Positioning,Pace_Diving,Passing_Kicking,Shooting_Handling
L. Shaw,25,181,75,Left,LB,76,84,75,77,82,83,85,83,83,80,44,54,78,79,83,69,54,44,78,82,82,70,79,81,80,83,79,81,56,10,12,13,7,7,,2,High,Medium,Stocky (170-185),80,81,80,79,79,54
J. Grealish,25,180,81,Right,LW,81,60,85,84,88,88,81,78,48,89,77,74,36,44,36,82,80,58,81,79,85,76,43,79,80,49,61,85,72,11,6,11,10,13,,3,High,Medium,Unique,88,46,64,80,83,76
M. Ginter,27,191,86,Right,CB,54,74,55,49,75,71,68,44,87,61,55,42,84,84,77,78,46,67,55,86,79,74,79,69,75,89,84,72,53,12,10,6,8,10,,3,Medium,Medium,Normal (185+),66,86,79,62,72,58
Felipe,32,190,84,Right,CB,55,89,66,52,64,75,45,32,86,57,39,30,83,85,89,69,41,47,34,81,73,46,82,66,68,85,90,50,44,9,11,14,9,7,,3,Low,High,Normal (185+),62,85,84,61,58,41
Y. Carrasco,27,185,73,Right,LM,89,65,87,73,85,79,81,81,44,88,81,79,53,43,71,73,82,81,80,80,79,85,35,88,80,47,61,77,70,9,11,9,10,10,,4,High,High,Lean (185+),85,45,67,88,78,81
F. Kostic,28,184,82,Left,LM,89,80,76,79,82,80,91,79,69,85,75,80,59,63,67,75,78,64,79,82,80,85,68,88,90,72,77,81,70,13,14,12,12,13,,2,High,High,Normal (170-185),83,68,80,88,82,77
H. Ziyech,28,181,65,Left,RW,79,73,85,78,85,79,88,90,44,83,73,78,52,52,35,89,77,67,82,84,86,83,40,77,79,56,58,89,74,11,7,11,8,14,,2,High,High,Unique,83,50,65,78,87,76
R. Guerreiro,27,170,71,Left,LB,84,52,88,90,87,86,84,85,79,88,77,82,43,83,53,82,80,44,79,86,88,79,78,67,79,79,50,85,79,12,6,8,11,8,,2,High,Low,Normal (170-),88,76,58,75,85,77
Ricardo Pereira,27,175,70,Right,RB,82,79,79,82,83,81,82,78,80,81,66,52,67,79,75,77,64,61,77,83,82,74,83,83,84,84,69,76,59,16,12,15,11,11,,4,High,High,Unique,82,80,75,83,78,67
T. Werner,25,180,76,Right,ST,93,63,82,76,84,79,69,70,39,82,81,58,76,37,75,55,77,78,88,87,79,85,19,89,83,20,65,68,84,9,9,8,15,9,,4,High,Medium,Unique,82,35,70,91,70,81
M. Maignan,25,191,89,Right,GK,49,30,39,55,40,65,18,28,23,32,15,16,17,25,74,46,20,15,15,82,55,64,19,51,39,16,78,60,16,83,81,85,84,86,50,4,Medium,Medium,Normal (185+),,,,,,
M. Brozovic,28,181,68,Right,CDM,70,85,79,84,84,82,72,79,77,76,69,74,70,81,70,84,84,69,70,76,85,80,80,68,94,81,67,80,65,8,8,15,11,8,,4,Medium,Medium,Lean (170-185),79,79,78,69,80,74
Y. Tielemans,24,176,72,Right,CM,67,68,67,77,85,86,82,81,70,79,74,78,67,74,66,88,86,73,80,83,89,87,69,59,81,73,69,87,78,6,8,10,14,12,,5,Medium,Medium,Normal (170-185),80,71,72,63,86,79
J. Gimenez,26,185,79,Right,CB,70,88,52,40,66,76,47,36,87,54,37,44,83,84,90,67,48,38,24,78,70,72,86,69,60,87,86,46,30,9,11,7,10,15,,3,Medium,High,Normal (185+),59,86,80,69,57,45
N. Fekir,27,173,75,Left,CAM,88,79,82,91,87,89,79,83,34,88,83,79,49,34,64,78,84,74,82,79,84,84,30,79,79,42,81,83,77,15,9,8,14,15,,4,High,Medium,Stocky (170-185),87,38,79,83,82,83
L. Sane,25,183,80,Left,RM,91,63,84,79,84,80,83,83,36,87,81,82,72,34,64,64,78,71,84,79,81,87,35,89,68,32,70,82,85,8,12,9,9,14,,2,Medium,Low,Unique,85,38,68,90,79,81
N. Barella,24,172,68,Right,CM,80,79,91,90,87,85,69,75,74,83,69,67,53,84,78,79,72,73,83,89,86,69,79,76,95,75,69,83,75,11,5,13,14,11,,3,High,High,Normal (170-),86,75,78,78,79,71
M. Acuña,29,172,69,Left,LB,77,84,83,90,88,87,87,88,80,87,66,75,58,79,63,78,81,76,81,83,82,82,82,76,90,84,80,82,68,8,14,13,13,14,,3,High,High,Stocky (170-185),87,79,82,76,82,74
Andre Silva,25,185,84,Right,ST,77,75,77,75,85,84,60,76,36,84,87,33,86,59,88,63,78,90,87,86,79,83,21,71,79,40,76,74,84,14,13,7,11,8,,3,Medium,Medium,Normal (185+),83,45,77,74,69,84
F. Kessie,24,183,88,Right,CDM,76,84,72,79,84,84,66,58,85,78,67,48,68,84,72,75,78,89,74,81,83,84,78,79,94,84,86,76,60,9,11,12,12,10,,4,High,High,Normal (170-185),80,82,87,78,74,74
T. Hernandez,23,184,81,Left,LB,92,82,78,75,79,80,84,69,74,83,68,64,74,78,68,68,72,50,80,84,78,80,80,94,90,79,79,74,66,12,10,7,7,7,,3,High,Medium,Unique,81,77,82,93,76,71
K. Havertz,22,188,82,Left,CAM,77,42,78,75,85,84,72,84,39,86,81,53,78,38,75,78,77,73,82,83,84,74,38,86,77,46,69,81,80,6,8,11,10,12,,4,Medium,Medium,Unique,84,45,66,82,79,78
P. Foden,21,171,69,Left,CAM,86,64,90,91,88,82,75,73,58,86,79,59,47,59,49,78,77,64,82,83,84,82,47,82,79,59,44,84,59,8,15,6,10,13,,3,High,Medium,Lean (170-185),87,56,57,84,80,78
Fernandinho,36,179,67,Right,CDM,67,86,69,77,81,81,68,68,87,76,66,71,71,85,84,81,76,61,70,86,83,83,80,52,66,85,75,66,70,12,11,5,13,7,,4,Medium,High,Lean (170-185),78,84,75,59,75,72
C. Vela,32,177,77,Left,RW,81,57,80,83,85,83,78,84,31,84,85,71,67,37,66,66,84,72,84,83,81,76,14,80,69,22,70,81,82,8,14,8,13,10,,2,High,Low,Normal (170-185),84,31,67,80,78,82
A. Witsel,32,186,81,Right,CDM,60,75,71,70,81,90,69,71,82,78,71,68,84,83,78,83,71,76,73,85,90,75,80,61,76,80,82,79,77,5,7,7,10,7,,4,Medium,Medium,Unique,79,82,79,61,81,72
Sergio Asenjo,32,189,87,Right,GK,59,20,62,58,14,64,24,23,24,15,14,22,13,22,73,39,13,15,12,80,39,59,14,54,41,15,73,46,15,85,83,78,81,83,57,3,Medium,Medium,Stocky (185+),,,,,,
S. Kjær,32,190,86,Right,CB,63,82,57,53,70,69,50,52,87,50,55,69,81,85,81,72,41,61,31,79,76,78,81,71,65,85,82,55,37,6,10,13,10,15,,3,Low,High,Normal (185+),59,85,78,67,64,55
E. Džeko,35,193,80,Right,ST,64,58,62,55,86,86,63,65,54,78,85,54,83,50,64,78,78,67,90,80,77,86,16,67,74,28,86,74,77,9,11,13,15,15,,5,Medium,Medium,Lean (185+),78,45,76,66,72,83
J. Boateng,32,190,94,Right,CB,63,83,55,52,71,84,69,53,84,64,34,31,83,83,74,83,58,46,47,85,77,78,84,80,60,84,87,78,52,7,12,15,6,5,,4,Medium,Medium,Stocky (185+),67,84,79,72,73,50
T. Alderweireld,32,186,81,Right,CB,55,79,54,62,75,86,64,63,87,62,45,59,81,85,81,81,58,58,52,85,77,78,84,60,76,87,77,62,38,16,6,14,16,14,,3,Medium,Medium,Normal (185+),67,86,77,58,70,55
Azpilicueta,31,178,77,Right,CB,69,87,67,73,77,78,80,68,85,68,46,58,77,84,83,80,60,66,62,86,79,68,84,63,77,85,70,72,51,13,9,10,6,5,,3,Medium,Medium,Normal (170-185),72,84,76,66,76,55
Paulinho,32,183,80,Right,CM,73,81,72,85,83,81,67,66,80,82,83,75,85,80,92,76,80,71,83,82,82,83,75,71,91,79,82,82,75,16,16,11,6,8,,4,High,High,Normal (170-185),81,80,85,72,77,81
Muniain,28,170,66,Right,CAM,84,66,91,94,87,82,81,84,58,87,79,78,43,45,72,74,77,61,81,80,85,72,38,78,77,55,49,84,68,10,5,5,13,12,,3,High,Medium,Normal (170-),87,51,61,81,82,76
Canales,30,176,65,Left,CM,85,68,83,79,83,80,81,85,64,82,79,84,50,77,38,87,84,80,85,83,84,78,58,82,80,71,71,89,67,15,12,16,13,12,,3,High,Medium,Lean (170-185),82,67,71,83,85,80
L. Hradecký,31,192,83,Right,GK,38,31,43,39,20,48,11,11,10,10,11,15,11,18,69,33,14,20,9,82,30,52,13,44,34,10,55,53,9,85,78,69,83,87,40,3,Medium,Medium,Lean (185+),,,,,,
Alex Sandro,30,180,80,Left,LB,78,80,78,77,80,80,84,78,76,79,55,59,76,76,79,71,72,60,70,80,81,78,80,83,83,80,77,70,68,7,7,9,12,5,,3,High,Medium,Unique,79,78,79,81,77,65
B. Leno,29,190,83,Right,GK,55,28,52,44,35,62,9,9,27,16,9,8,13,25,73,48,14,23,7,78,50,57,18,56,43,15,70,56,10,85,80,76,83,85,55,3,Medium,Medium,Normal (185+),,,,,,
K. Manolas,30,189,83,Right,CB,77,86,70,60,66,83,27,30,85,54,25,10,80,86,91,61,12,26,25,81,65,40,87,84,69,85,83,22,16,8,6,8,15,12,,2,Low,Medium,Normal (185+),62,85,81,81,44,25
H. Mkhitaryan,32,177,75,Right,CF,86,69,84,83,83,82,77,81,51,84,80,66,68,60,66,71,77,72,84,82,83,84,55,85,88,53,69,84,79,5,11,14,5,7,,5,Medium,Medium,Normal (170-185),83,56,74,85,79,80
J. Cuadrado,33,179,72,Right,RB,91,78,94,81,85,74,84,80,75,90,70,69,67,73,80,69,80,65,75,82,81,84,83,89,78,80,66,72,70,5,5,13,6,9,,3,High,Medium,Lean (170-185),87,76,72,90,77,75
J. Matip,29,194,90,Right,CB,50,84,51,42,72,80,54,63,86,69,36,22,84,86,75,74,48,42,48,84,77,66,81,65,69,86,81,72,50,11,15,10,7,10,,2,Medium,Medium,Lean (185+),68,85,78,58,68,46
S. Coates,30,196,92,Right,CB,65,84,37,31,70,79,17,39,85,65,55,19,82,82,57,72,30,72,49,77,74,50,85,70,80,86,94,60,48,16,13,15,16,13,,3,Medium,Medium,Normal (185+),63,84,87,68,55,49
F. Acerbi,33,192,88,Left,CB,64,77,32,35,72,85,25,62,87,65,37,56,82,86,70,79,60,72,20,85,75,75,85,62,87,87,85,65,39,11,9,9,13,11,,3,Medium,High,Normal (185+),64,86,83,63,62,50
Allan,30,175,74,Right,CDM,77,89,78,86,82,85,72,68,82,81,73,49,56,78,64,80,69,53,77,84,83,73,82,68,92,87,70,77,56,13,13,5,5,8,,3,Medium,High,Normal (170-185),82,80,79,72,77,71
K. Volland,28,179,85,Left,ST,76,80,75,83,80,86,78,79,22,80,86,80,76,45,77,74,84,72,86,85,81,87,33,70,90,50,87,82,85,8,7,9,7,12,,4,High,High,Stocky (170-185),80,42,86,73,79,85
Morata,28,190,84,Right,ST,79,69,72,63,83,79,72,78,37,83,84,44,86,24,84,60,72,75,87,80,78,80,20,85,77,14,80,77,80,4,5,4,4,5,,4,Medium,Medium,Unique,81,31,77,82,72,80
M. Icardi,28,181,75,Right,ST,70,58,68,75,80,83,47,76,45,76,87,52,85,22,91,54,71,82,91,84,76,85,20,68,67,24,73,72,85,13,9,5,7,9,,4,Medium,Medium,Unique,77,36,69,69,65,83
L. Spinazzola,28,186,75,Right,LWB,94,71,80,69,80,69,84,66,82,83,60,41,69,80,69,64,68,59,77,82,78,68,75,91,81,77,66,72,59,11,13,12,15,14,,4,High,Medium,Lean (185+),80,78,71,92,73,64
J. Stones,27,188,76,Right,CB,67,80,61,59,83,80,62,52,84,72,52,37,84,83,83,75,44,52,52,82,83,55,82,73,77,85,78,67,44,7,15,11,10,8,,4,High,Medium,Lean (185+),74,84,78,70,71,51
N. Pope,29,199,76,Right,GK,50,36,36,42,24,63,11,13,14,15,14,12,11,21,72,35,15,22,13,78,32,56,14,47,37,15,75,45,14,81,83,75,83,84,49,3,Medium,Medium,Lean (185+),,,,,,
R. Jimenez,30,188,81,Right,ST,63,81,75,65,82,81,73,75,45,84,84,51,85,53,74,75,74,92,84,82,81,84,30,80,82,38,84,78,82,7,11,13,14,10,,4,High,High,Normal (185+),81,47,82,72,76,82
J. Pickford,27,185,77,Left,GK,53,45,55,55,40,65,17,18,21,14,19,16,15,24,77,56,13,45,18,80,55,65,12,44,45,20,70,69,20,83,78,87,80,86,49,4,Medium,Medium,Normal (185+),,,,,,
A. Rudiger,28,190,85,Right,CB,64,92,56,50,69,72,68,35,85,60,32,56,81,81,84,73,44,40,39,82,76,72,82,84,69,86,88,59,34,14,15,10,12,8,,3,Medium,High,Lean (185+),64,84,84,75,68,43
L. Ocampos,26,188,84,Right,LW,80,82,79,61,84,82,79,80,58,85,86,65,77,72,80,72,80,79,84,85,80,84,55,82,91,61,81,79,81,11,8,15,12,7,,3,High,High,Normal (185+),83,63,84,81,78,84
M. Kovačic,27,176,80,Right,CM,77,77,87,84,89,81,73,79,70,89,61,70,42,74,75,82,75,59,72,81,90,79,66,65,79,73,63,84,76,9,5,6,7,7,,4,High,High,Normal (170-185),88,69,70,70,83,69
T. Partey,28,185,77,Right,CM,63,84,75,50,83,86,74,69,80,84,66,70,68,81,83,85,78,49,70,82,87,86,80,74,83,84,84,85,56,11,13,9,9,7,,3,Medium,High,Normal (185+),81,80,84,69,82,71
Gayà,26,172,66,Left,LB,81,76,82,78,82,76,80,80,79,79,61,49,58,80,53,75,59,52,76,84,81,62,84,85,87,82,66,75,58,13,10,9,12,9,,3,High,Medium,Lean (170-185),80,79,73,83,77,61
T. Lemar,25,171,66,Left,LM,84,63,88,82,86,79,83,85,55,88,75,81,54,66,69,76,77,68,80,81,83,79,63,80,76,59,55,83,76,11,15,13,7,14,,3,High,Medium,Lean (170-185),86,59,63,82,82,76
P. Højbjerg,25,185,84,Right,CDM,58,87,65,64,80,82,66,70,84,76,65,74,65,82,65,80,79,51,65,82,83,84,72,61,88,84,78,73,60,9,7,12,11,11,,4,Medium,High,Normal (185+),76,81,82,60,76,71
Á. Correa,26,171,70,Right,ST,86,79,90,87,87,76,75,82,42,88,85,65,69,48,49,66,86,55,84,84,82,83,44,85,82,53,71,84,80,13,10,9,8,16,,4,High,Medium,Normal (170-185),87,49,74,85,78,83
D. Zapata,30,189,88,Right,ST,78,72,67,58,82,82,44,55,44,79,88,62,83,20,80,47,64,70,86,82,74,86,22,81,75,24,93,66,79,9,9,8,6,8,,4,High,Medium,Normal (185+),78,35,84,80,61,81
A. Kramaric,30,177,73,Right,ST,76,73,84,86,86,83,76,79,35,87,87,78,69,21,72,63,85,91,86,84,81,84,26,67,76,20,68,74,85,8,14,14,7,15,,4,Medium,Medium,Normal (170-185),86,30,71,71,76,86
Angeliño,24,175,69,Left,LWB,85,77,83,85,84,81,88,83,77,84,70,76,65,80,73,81,69,55,79,82,81,80,80,73,85,74,60,79,63,13,6,13,13,13,,3,High,High,Normal (170-185),84,76,70,78,82,71
L. Hernandez,25,184,79,Left,LB,77,88,70,68,76,76,78,59,85,65,53,39,82,83,86,63,51,42,62,85,74,62,86,77,76,85,77,63,46,10,7,8,14,10,,3,Low,High,Unique,71,84,79,77,68,54
Marco Asensio,25,182,76,Left,RW,83,45,80,75,86,82,81,84,40,84,77,76,57,45,58,80,83,62,80,78,81,86,39,81,76,42,63,81,79,13,9,6,12,10,,3,High,Medium,Normal (170-185),83,43,62,82,81,80
W. Weghorst,28,197,84,Right,ST,59,85,62,44,79,83,42,40,44,65,87,37,92,34,79,43,74,71,88,85,76,86,30,66,83,67,89,67,83,11,9,14,16,12,,3,High,High,Normal (185+),70,52,86,63,59,83
R. Gosens,26,183,76,Left,LWB,79,80,71,66,82,77,82,69,75,80,79,58,82,77,88,77,68,50,86,86,80,76,79,84,89,78,76,60,71,7,16,15,16,10,,3,High,Medium,Normal (170-185),79,77,81,82,74,75
Merino,25,189,83,Left,CM,73,81,76,72,84,80,77,80,80,83,79,69,81,84,81,82,78,58,78,84,84,84,76,75,84,84,79,83,58,9,12,9,13,14,,3,High,High,Normal (185+),82,82,81,74,81,78
P. Kimpembe,25,189,80,Left,CB,80,90,69,60,78,80,59,50,81,63,31,32,80,84,79,75,37,57,47,80,80,70,84,81,81,86,87,64,33,7,8,14,15,9,,3,Medium,High,Normal (185+),70,83,86,81,68,42
F. Mendy,26,180,73,Left,LB,91,82,81,78,78,78,78,72,77,80,63,35,72,79,79,78,64,49,80,82,80,69,80,92,89,81,83,75,50,7,16,9,10,9,,5,High,High,Unique,79,78,84,92,76,64
A. Wan-Bissaka,23,183,72,Right,RB,82,78,84,72,76,76,73,74,78,80,46,45,51,84,67,58,46,44,70,83,76,70,92,88,81,87,72,66,43,9,8,6,8,8,,2,Medium,High,Unique,79,81,75,85,69,52
Ronaldo Cabrais,29,177,75,Right,CAM,90,62,86,71,83,81,83,86,24,85,74,78,64,40,69,82,78,77,82,84,83,82,33,87,88,35,68,83,76,12,12,13,15,13,,4,Medium,Low,Normal (170-185),84,35,72,88,83,77
Arthur,24,171,73,Right,CM,71,70,85,90,90,88,79,83,74,87,59,60,51,76,69,85,74,69,74,84,88,76,71,67,79,73,66,80,69,6,13,13,11,12,,3,Medium,Medium,Unique,88,72,70,69,83,67
Gabriel Jesus,24,175,73,Right,ST,87,73,91,87,86,79,66,76,45,86,84,54,77,32,79,66,76,75,87,86,77,82,28,82,79,30,69,77,77,13,8,6,6,15,,3,High,Medium,Unique,86,39,73,84,72,81
O. Dembele,24,178,67,Left,RW,94,54,89,80,84,80,81,82,42,89,75,64,43,36,58,76,76,75,77,78,78,83,33,93,68,30,51,76,76,6,6,14,10,13,,5,High,Medium,Unique,86,36,56,93,77,77
M. Mount,22,178,70,Right,CAM,77,68,80,76,85,84,82,81,54,82,79,83,59,59,54,83,82,60,81,84,86,81,41,71,86,57,54,83,75,11,12,13,8,12,,4,High,High,Lean (170-185),83,55,65,74,84,79
É. Mendy,29,197,86,Right,GK,36,22,48,27,31,57,10,13,10,13,5,14,10,13,39,46,9,13,6,80,39,59,13,33,35,11,72,44,9,83,82,78,81,84,35,2,Medium,Medium,Lean (185+),,,,,,
F. Chiesa,23,175,70,Right,RW,91,69,87,81,82,78,73,78,65,89,79,52,50,30,53,72,84,62,81,83,78,86,44,91,85,44,71,75,80,6,7,8,9,7,,4,High,Medium,Normal (170-185),85,48,73,91,74,81
F. Valverde,22,182,78,Right,CM,82,81,76,68,82,82,66,70,79,79,69,66,59,81,62,84,81,59,76,84,85,80,76,90,86,80,79,80,70,6,10,6,15,8,,4,High,High,Unique,79,77,80,86,78,74
J. Kounde,22,181,75,Right,CB,81,75,71,74,74,82,45,42,85,69,47,26,79,86,88,75,40,43,47,85,80,48,83,81,76,85,79,62,32,11,10,8,14,13,,3,High,High,Normal (170-185),72,84,78,81,64,45
João Felix,21,181,72,Right,CF,81,68,86,79,87,84,73,82,30,86,79,64,69,38,73,67,80,68,84,83,80,80,35,83,75,42,64,82,81,13,12,14,13,14,,4,Medium,Medium,Unique,86,40,68,82,76,79
Pepe,38,188,80,Right,CB,79,94,62,48,60,80,46,44,86,58,46,47,81,78,89,75,56,57,40,81,73,63,81,81,82,82,86,48,23,8,15,5,9,10,,3,Medium,High,Lean (185+),61,82,87,80,60,51
Raul Albiol,35,190,82,Right,CB,48,81,49,53,71,75,38,53,89,59,27,45,77,86,76,72,53,37,30,82,74,65,85,34,51,87,80,64,31,8,6,5,9,8,,3,Low,High,Lean (185+),63,86,73,40,62,41
Ł. Fabiański,36,190,83,Right,GK,50,43,53,44,22,63,14,18,14,14,13,12,11,16,69,32,20,22,15,75,20,53,13,47,25,12,65,52,17,82,82,71,83,82,49,2,Medium,Medium,Normal (185+),,,,,,
S. Sirigu,34,192,85,Right,GK,46,34,52,55,18,62,13,11,14,15,10,11,11,20,68,28,14,19,10,78,23,57,13,46,34,11,66,55,12,82,77,76,84,80,46,2,Medium,Medium,Normal (185+),,,,,,
I. Rakitic,33,184,78,Right,CM,59,67,69,59,82,80,84,88,76,79,77,82,59,79,33,86,76,82,79,80,85,84,72,56,74,77,71,84,81,14,11,12,5,9,,4,Medium,Medium,Normal (170-185),78,75,69,57,85,79
G. Bale,31,185,82,Left,RM,80,64,78,64,83,85,86,91,50,80,82,87,84,53,84,79,87,76,82,78,80,90,50,83,61,53,76,79,85,15,15,11,5,6,,3,Medium,Medium,Unique,80,55,70,82,82,84
Rui Patrício,33,190,84,Left,GK,53,37,61,54,25,66,12,10,14,20,12,16,11,23,79,32,11,32,13,76,34,58,11,57,45,13,77,64,16,82,80,77,80,83,55,2,Medium,Medium,Normal (185+),,,,,,
É. Banega,33,174,75,Right,CDM,63,83,76,80,84,80,80,83,79,83,71,81,55,79,49,87,81,79,75,82,84,77,74,61,74,77,67,85,65,13,8,7,7,10,,4,High,Medium,Normal (170-185),82,76,71,62,84,75
M. Pjanic,31,178,72,Right,CM,67,70,74,80,83,84,80,86,78,81,56,92,60,78,59,82,80,79,68,83,84,78,71,64,79,77,60,84,72,7,7,13,7,8,,4,Medium,Medium,Normal (170-185),81,75,67,65,83,68
Yuri Berchiche,31,181,80,Left,LB,81,85,80,78,79,78,83,80,80,72,61,55,74,82,86,72,76,59,62,80,80,82,76,84,85,80,79,71,63,12,13,9,8,11,,3,High,Medium,Normal (170-185),76,79,82,83,76,68
L. Stindl,32,181,80,Right,CAM,63,74,70,79,84,83,74,77,59,82,84,75,65,60,72,79,83,83,85,84,85,85,55,59,75,62,72,84,85,7,10,13,11,12,,4,Medium,Medium,Normal (170-185),81,60,73,61,81,84
Oscar,29,179,70,Right,CAM,82,60,87,86,83,79,81,77,66,81,78,78,59,52,76,84,82,70,81,78,85,80,55,74,84,59,60,78,72,12,10,15,12,12,,3,High,Medium,Lean (170-185),82,59,67,78,82,79
K. Trapp,30,189,88,Right,GK,45,30,42,37,24,62,13,14,15,10,13,12,11,22,75,12,13,17,12,82,25,59,10,52,45,14,73,46,12,82,78,79,82,84,48,4,Medium,Medium,Normal (185+),,,,,,
Coutinho,29,172,68,Right,CAM,74,59,89,92,89,79,78,90,55,89,75,86,48,49,58,77,86,70,80,80,80,82,47,65,74,54,52,82,78,12,7,9,14,6,,4,High,Medium,Normal (170-185),88,52,59,69,80,79
C. Eriksen,29,181,76,Right,CM,63,46,72,81,90,87,86,89,59,77,73,87,52,56,49,90,85,67,74,79,89,84,22,62,59,57,52,86,80,9,14,7,7,6,,5,Medium,Low,Unique,81,53,52,62,88,78
D. Blind,31,180,72,Left,CB,48,67,72,72,84,84,80,84,83,77,60,62,76,87,76,85,64,54,66,83,84,74,80,43,76,84,72,83,66,12,9,10,14,10,,3,High,Medium,Normal (170-185),79,83,72,45,82,64
M. Götze,29,177,71,Right,CAM,69,59,76,83,88,87,82,81,64,84,75,72,47,66,58,82,68,79,79,82,85,75,53,67,75,42,71,86,85,14,7,12,6,10,,4,Medium,Medium,Normal (170-185),84,55,69,68,83,75
A. Areola,28,195,94,Right,GK,56,26,58,58,22,64,20,16,13,15,19,16,14,23,72,37,14,25,17,78,48,57,12,54,38,18,80,51,16,85,79,76,80,85,55,3,Medium,Medium,Unique,,,,,,
J. Corona,28,173,66,Right,RM,86,73,91,87,84,87,79,82,75,85,66,67,71,76,71,71,63,68,79,84,82,66,72,81,88,74,39,83,74,11,6,10,14,9,,5,High,Medium,Normal (170-185),85,74,60,83,79,67
A. Lacazette,30,175,73,Right,ST,77,73,81,82,82,80,68,74,39,83,83,74,75,42,76,70,78,79,82,82,79,87,32,73,66,45,75,75,79,11,6,9,5,6,,4,High,High,Unique,82,44,72,75,74,82
I. Gueye,31,174,66,Right,CDM,70,83,79,82,79,79,60,60,82,76,54,66,69,86,86,76,68,55,69,81,80,80,83,69,85,87,69,68,32,8,6,8,12,13,,3,Medium,High,Lean (170-185),78,83,77,69,71,62
Mario Fernandes,30,187,80,Right,RB,79,77,79,61,79,76,75,66,79,80,56,39,72,76,84,71,60,53,76,80,82,71,83,84,87,81,75,73,58,12,13,14,13,12,,3,High,Medium,Lean (185+),78,79,79,82,74,61
O. Baumann,31,187,82,Right,GK,47,32,45,43,17,52,14,12,15,19,11,11,16,21,73,25,13,22,10,82,30,59,14,51,39,18,69,41,11,81,80,79,79,82,49,1,Medium,Medium,Normal (185+),,,,,,
Neto,31,190,84,Right,GK,56,40,59,49,24,64,11,12,17,19,15,13,14,15,83,41,20,22,11,78,36,59,15,52,41,14,63,42,12,83,79,78,79,81,54,2,Medium,Medium,Lean (185+),,,,,,
Isco,29,176,79,Right,CAM,70,58,81,90,90,83,78,88,58,91,76,76,55,61,60,80,78,74,77,75,81,69,51,62,59,64,59,81,67,10,8,12,15,6,,3,Medium,Low,Normal (170-185),88,59,59,66,80,75
W. Zaha,28,180,66,Right,CF,88,72,87,79,86,80,76,64,30,91,78,51,47,32,58,65,72,72,76,76,76,82,32,90,75,34,77,76,67,15,10,15,11,10,,3,High,Medium,Unique,87,34,75,89,73,77
L. Muriel,30,179,79,Right,ST,87,50,85,88,83,82,71,79,26,88,84,78,69,16,60,55,84,89,83,84,80,81,22,90,73,24,72,78,78,8,10,10,14,6,,4,High,Medium,Normal (170-185),86,27,67,89,74,83
A. Lopes,30,184,81,Left,GK,63,45,67,62,21,65,19,15,13,15,18,14,16,25,82,31,18,16,9,82,32,53,13,64,36,15,73,48,13,84,78,70,80,86,63,2,Medium,Medium,Normal (170-185),,,,,,
Campaña,28,179,70,Right,CM,70,63,74,80,85,83,81,85,72,83,73,78,65,71,61,82,76,69,76,80,84,76,62,66,82,75,71,86,66,8,11,6,7,10,,3,Medium,Medium,Lean (170-185),82,71,72,68,83,74
Gabriel Paulista,30,185,72,Right,CB,68,87,66,63,69,69,67,57,83,60,42,46,81,87,83,74,50,51,51,81,80,61,82,67,81,83,82,65,48,15,6,15,15,7,,2,Low,High,Lean (185+),65,84,83,67,71,49
J. Veretout,28,177,67,Right,CDM,84,84,76,81,82,82,69,69,79,76,69,71,59,77,74,80,80,85,69,79,85,83,77,72,85,81,79,74,72,9,10,11,8,9,,3,Medium,Medium,Normal (170-185),79,77,81,77,77,75
Suso,27,176,70,Left,RW,78,38,80,82,88,77,84,87,48,87,72,81,50,20,50,75,87,72,75,78,84,78,18,75,72,23,54,83,72,15,15,9,8,9,,3,High,Low,Normal (170-185),85,32,55,76,82,76
T. Hazard,28,175,71,Right,LM,84,57,91,88,84,78,81,82,56,86,74,81,39,63,60,72,76,79,80,81,82,77,48,76,78,46,65,82,77,6,9,7,7,8,,4,High,High,Lean (170-185),85,52,66,80,80,76
Juan Bernat,28,170,67,Left,LB,82,75,86,88,82,78,83,78,75,82,65,51,56,79,75,73,62,53,78,81,81,67,78,82,79,81,58,77,61,8,9,12,11,16,,3,High,Medium,Normal (170-),82,76,68,82,78,65
Portu,29,167,66,Right,RW,89,82,83,82,80,77,78,80,55,78,81,64,77,55,75,76,74,53,83,81,77,82,59,90,88,61,74,79,74,14,10,15,15,13,,4,High,High,Normal (170-),79,59,79,90,77,78
H. Çalhanoğlu,27,178,76,Right,CAM,72,57,83,77,88,78,81,85,62,86,75,85,53,62,45,83,84,78,77,78,85,80,56,62,75,56,49,86,74,9,14,11,6,10,,4,Medium,Medium,Normal (170-185),85,59,57,67,84,78
